Team,DATE,Points
Xavier Musketeers,"Sat, Dec 20",80
Xavier Musketeers,"Wed, Dec 31",67
Xavier Musketeers,"Sat, Jan 3",77
Xavier Musketeers,"Wed, Jan 7",65
Xavier Musketeers,"Sat, Jan 10",97
Xavier Musketeers,"Wed, Jan 14",89
Xavier Musketeers,"Wed, Jan 21",93
Xavier Musketeers,"Sat, Jan 24",83
Xavier Musketeers,"Wed, Jan 28",68
Xavier Musketeers,"Sat, Jan 31",68
Xavier Musketeers,"Tue, Feb 3",60
Xavier Musketeers,"Mon, Feb 9",82
Xavier Musketeers,"Sat, Feb 14",96
Xavier Musketeers,"Tue, Feb 17",89
Xavier Musketeers,"Sat, Feb 21",75
Xavier Musketeers,"Wed, Feb 25",84
Xavier Musketeers,"Sat, Feb 28",91
Xavier Musketeers,"Tue, Mar 3",68
Xavier Musketeers,"Sat, Mar 7",78
Xavier Musketeers,"Wed, Mar 11",89
Xavier Musketeers,"Thu, Mar 12",68
Stony Brook Seawolves,"Mon, Nov 3",66
Stony Brook Seawolves,"Sat, Nov 8",71
Stony Brook Seawolves,"Tue, Nov 11",107
Stony Brook Seawolves,"Sat, Nov 15",79
Stony Brook Seawolves,"Thu, Nov 20",80
Stony Brook Seawolves,"Mon, Nov 24",58
Stony Brook Seawolves,"Tue, Nov 25",61
Stony Brook Seawolves,"Fri, Nov 28",71
Stony Brook Seawolves,"Sat, Dec 6",75
Stony Brook Seawolves,"Tue, Dec 9",77
Stony Brook Seawolves,"Sat, Dec 13",78
Stony Brook Seawolves,"Wed, Dec 17",55
Stony Brook Seawolves,"Sun, Dec 21",51
Stony Brook Seawolves,"Mon, Dec 29",59
Stony Brook Seawolves,"Wed, Dec 31",57
Stony Brook Seawolves,"Sat, Jan 3",81
Stony Brook Seawolves,"Thu, Jan 8",37
Stony Brook Seawolves,"Sat, Jan 10",71
Stony Brook Seawolves,"Thu, Jan 15",76
Stony Brook Seawolves,"Sat, Jan 17",112
Stony Brook Seawolves,"Thu, Jan 22",95
Stony Brook Seawolves,"Thu, Jan 29",81
Stony Brook Seawolves,"Sat, Jan 31",72
Stony Brook Seawolves,"Thu, Feb 5",75
Stony Brook Seawolves,"Sat, Feb 7",69
Stony Brook Seawolves,"Thu, Feb 12",57
Stony Brook Seawolves,"Mon, Feb 16",72
Stony Brook Seawolves,"Sat, Feb 21",79
Stony Brook Seawolves,"Thu, Feb 26",69
Stony Brook Seawolves,"Sat, Feb 28",58
Stony Brook Seawolves,"Tue, Mar 3",57
Stony Brook Seawolves,"Sat, Mar 7",89
Army Black Knights,"Mon, Nov 3",73
Army Black Knights,"Sat, Nov 8",76
Army Black Knights,"Tue, Nov 11",59
Army Black Knights,"Sat, Nov 15",52
Army Black Knights,"Tue, Nov 18",73
Army Black Knights,"Fri, Nov 21",65
Army Black Knights,"Tue, Nov 25",67
Army Black Knights,"Wed, Nov 26",81
Army Black Knights,"Sat, Nov 29",81
Army Black Knights,"Tue, Dec 2",70
Army Black Knights,"Sun, Dec 7",111
Army Black Knights,"Fri, Dec 12",63
Army Black Knights,"Tue, Dec 23",95
Army Black Knights,"Wed, Dec 31",85
Army Black Knights,"Sat, Jan 3",69
Army Black Knights,"Wed, Jan 7",76
Army Black Knights,"Sat, Jan 10",91
Army Black Knights,"Wed, Jan 14",75
Army Black Knights,"Sun, Jan 18",67
Army Black Knights,"Wed, Jan 21",87
Army Black Knights,"Sat, Jan 24",56
Army Black Knights,"Wed, Jan 28",67
Army Black Knights,"Sat, Jan 31",69
Army Black Knights,"Wed, Feb 4",55
Army Black Knights,"Sat, Feb 7",60
Army Black Knights,"Wed, Feb 11",68
Army Black Knights,"Sat, Feb 14",63
Army Black Knights,"Wed, Feb 18",87
Army Black Knights,"Sat, Feb 21",63
Army Black Knights,"Wed, Feb 25",73
Army Black Knights,"Sat, Feb 28",77
Army Black Knights,"Tue, Mar 3",55
Mercyhurst Lakers,"Mon, Nov 3",47
Mercyhurst Lakers,"Thu, Nov 6",73
Mercyhurst Lakers,"Sat, Nov 8",94
Mercyhurst Lakers,"Wed, Nov 12",55
Mercyhurst Lakers,"Sat, Nov 15",86
Mercyhurst Lakers,"Thu, Nov 20",71
Mercyhurst Lakers,"Sun, Nov 23",60
Mercyhurst Lakers,"Sun, Nov 30",38
Mercyhurst Lakers,"Fri, Dec 5",71
Mercyhurst Lakers,"Sun, Dec 7",80
Mercyhurst Lakers,"Sat, Dec 13",47
Mercyhurst Lakers,"Wed, Dec 17",62
Mercyhurst Lakers,"Sat, Dec 20",82
Mercyhurst Lakers,"Fri, Jan 2",67
Mercyhurst Lakers,"Sun, Jan 4",74
Mercyhurst Lakers,"Thu, Jan 8",58
Mercyhurst Lakers,"Sat, Jan 10",70
Mercyhurst Lakers,"Sat, Jan 17",57
Mercyhurst Lakers,"Mon, Jan 19",79
Mercyhurst Lakers,"Fri, Jan 23",61
Mercyhurst Lakers,"Sun, Jan 25",61
Mercyhurst Lakers,"Thu, Jan 29",70
Mercyhurst Lakers,"Sat, Jan 31",74
Mercyhurst Lakers,"Thu, Feb 5",98
Mercyhurst Lakers,"Sat, Feb 7",52
Mercyhurst Lakers,"Thu, Feb 12",57
Mercyhurst Lakers,"Sat, Feb 14",94
Mercyhurst Lakers,"Thu, Feb 19",80
Mercyhurst Lakers,"Sat, Feb 21",91
Mercyhurst Lakers,"Thu, Feb 26",78
Mercyhurst Lakers,"Sat, Feb 28",75
Mercyhurst Lakers,"Wed, Mar 4",70
Mercyhurst Lakers,"Sat, Mar 7",56
Mercyhurst Lakers,"Tue, Mar 10",70
Syracuse Orange,"Mon, Nov 3",85
Syracuse Orange,"Sat, Nov 8",83
Syracuse Orange,"Sat, Nov 15",80
Syracuse Orange,"Tue, Nov 18",78
Syracuse Orange,"Mon, Nov 24",74
Syracuse Orange,"Tue, Nov 25",60
Syracuse Orange,"Wed, Nov 26",64
Syracuse Orange,"Tue, Dec 2",62
Syracuse Orange,"Thu, Dec 11",71
Syracuse Orange,"Sat, Dec 13",69
Syracuse Orange,"Wed, Dec 17",76
Syracuse Orange,"Sat, Dec 20",91
Syracuse Orange,"Mon, Dec 22",77
Syracuse Orange,"Wed, Dec 31",61
Syracuse Orange,"Tue, Jan 6",82
Syracuse Orange,"Sat, Jan 10",83
Syracuse Orange,"Tue, Jan 13",94
Syracuse Orange,"Sat, Jan 17",73
Syracuse Orange,"Wed, Jan 21",74
Syracuse Orange,"Sat, Jan 24",76
Syracuse Orange,"Tue, Jan 27",68
Syracuse Orange,"Sat, Jan 31",86
Syracuse Orange,"Mon, Feb 2",77
Syracuse Orange,"Sat, Feb 7",59
Syracuse Orange,"Wed, Feb 11",107
Syracuse Orange,"Sat, Feb 14",79
Syracuse Orange,"Mon, Feb 16",64
Syracuse Orange,"Sat, Feb 21",64
Syracuse Orange,"Sat, Feb 28",83
Syracuse Orange,"Tue, Mar 3",62
Syracuse Orange,"Sat, Mar 7",69
Syracuse Orange,"Tue, Mar 10",69
Indiana Hoosiers,"Wed, Nov 5",98
Indiana Hoosiers,"Sun, Nov 9",100
Indiana Hoosiers,"Wed, Nov 12",101
Indiana Hoosiers,"Sun, Nov 16",69
Indiana Hoosiers,"Thu, Nov 20",73
Indiana Hoosiers,"Tue, Nov 25",86
Indiana Hoosiers,"Sat, Nov 29",100
Indiana Hoosiers,"Wed, Dec 3",64
Indiana Hoosiers,"Sat, Dec 6",78
Indiana Hoosiers,"Tue, Dec 9",113
Indiana Hoosiers,"Sat, Dec 13",60
Indiana Hoosiers,"Sat, Dec 20",78
Indiana Hoosiers,"Mon, Dec 22",81
Indiana Hoosiers,"Sun, Jan 4",90
Indiana Hoosiers,"Wed, Jan 7",84
Indiana Hoosiers,"Sat, Jan 10",77
Indiana Hoosiers,"Tue, Jan 13",60
Indiana Hoosiers,"Sat, Jan 17",57
Indiana Hoosiers,"Tue, Jan 20",72
Indiana Hoosiers,"Fri, Jan 23",82
Indiana Hoosiers,"Tue, Jan 27",72
Indiana Hoosiers,"Sat, Jan 31",98
Indiana Hoosiers,"Tue, Feb 3",75
Indiana Hoosiers,"Sat, Feb 7",78
Indiana Hoosiers,"Mon, Feb 9",92
Indiana Hoosiers,"Sun, Feb 15",51
Indiana Hoosiers,"Fri, Feb 20",64
Indiana Hoosiers,"Tue, Feb 24",68
Indiana Hoosiers,"Sun, Mar 1",64
Indiana Hoosiers,"Wed, Mar 4",77
Indiana Hoosiers,"Sat, Mar 7",78
Indiana Hoosiers,"Wed, Mar 11",61
Georgetown Hoyas,"Mon, Nov 3",87
Georgetown Hoyas,"Fri, Nov 7",70
Georgetown Hoyas,"Wed, Nov 12",83
Georgetown Hoyas,"Sat, Nov 15",79
Georgetown Hoyas,"Sat, Nov 22",92
Georgetown Hoyas,"Thu, Nov 27",79
Georgetown Hoyas,"Fri, Nov 28",65
Georgetown Hoyas,"Wed, Dec 3",90
Georgetown Hoyas,"Sun, Dec 7",61
Georgetown Hoyas,"Sat, Dec 13",76
Georgetown Hoyas,"Wed, Dec 17",78
Georgetown Hoyas,"Sat, Dec 20",77
Georgetown Hoyas,"Mon, Dec 22",97
Georgetown Hoyas,"Wed, Dec 31",83
Georgetown Hoyas,"Tue, Jan 6",50
Georgetown Hoyas,"Sat, Jan 10",67
Georgetown Hoyas,"Tue, Jan 13",83
Georgetown Hoyas,"Sat, Jan 17",62
Georgetown Hoyas,"Wed, Jan 21",51
Georgetown Hoyas,"Sat, Jan 24",81
Georgetown Hoyas,"Wed, Jan 28",70
Georgetown Hoyas,"Sat, Jan 31",77
Georgetown Hoyas,"Wed, Feb 4",76
Georgetown Hoyas,"Sat, Feb 7",73
Georgetown Hoyas,"Sat, Feb 14",75
Georgetown Hoyas,"Wed, Feb 18",89
Georgetown Hoyas,"Sat, Feb 21",47
Georgetown Hoyas,"Tue, Feb 24",60
Georgetown Hoyas,"Sat, Feb 28",84
Georgetown Hoyas,"Tue, Mar 3",69
Georgetown Hoyas,"Sat, Mar 7",80
Georgetown Hoyas,"Wed, Mar 11",63
Georgetown Hoyas,"Thu, Mar 12",78
Georgetown Hoyas,"Fri, Mar 13",51
Evansville Purple Aces,"Tue, Nov 4",51
Evansville Purple Aces,"Fri, Nov 7",92
Evansville Purple Aces,"Sun, Nov 9",76
Evansville Purple Aces,"Wed, Nov 12",72
Evansville Purple Aces,"Tue, Nov 18",76
Evansville Purple Aces,"Fri, Nov 21",73
Evansville Purple Aces,"Sun, Nov 23",59
Evansville Purple Aces,"Mon, Nov 24",59
Evansville Purple Aces,"Wed, Dec 3",64
Evansville Purple Aces,"Sat, Dec 6",79
Evansville Purple Aces,"Sat, Dec 13",58
Evansville Purple Aces,"Tue, Dec 16",78
Evansville Purple Aces,"Sun, Dec 21",65
Evansville Purple Aces,"Mon, Dec 29",68
Evansville Purple Aces,"Thu, Jan 1",47
Evansville Purple Aces,"Sun, Jan 4",48
Evansville Purple Aces,"Wed, Jan 7",69
Evansville Purple Aces,"Sat, Jan 10",72
Evansville Purple Aces,"Tue, Jan 13",90
Evansville Purple Aces,"Tue, Jan 20",49
Evansville Purple Aces,"Wed, Jan 28",78
Evansville Purple Aces,"Sat, Jan 31",55
Evansville Purple Aces,"Tue, Feb 3",63
Evansville Purple Aces,"Fri, Feb 6",63
Evansville Purple Aces,"Mon, Feb 9",88
Evansville Purple Aces,"Thu, Feb 12",60
Evansville Purple Aces,"Wed, Feb 18",46
Evansville Purple Aces,"Sat, Feb 21",75
Evansville Purple Aces,"Wed, Feb 25",64
Evansville Purple Aces,"Sat, Feb 28",80
Evansville Purple Aces,"Sun, Mar 1",67
Evansville Purple Aces,"Thu, Mar 5",59
Jacksonville Dolphins,"Mon, Nov 3",69
Jacksonville Dolphins,"Thu, Nov 6",132
Jacksonville Dolphins,"Tue, Nov 11",64
Jacksonville Dolphins,"Sat, Nov 15",69
Jacksonville Dolphins,"Tue, Nov 18",57
Jacksonville Dolphins,"Mon, Nov 24",69
Jacksonville Dolphins,"Tue, Nov 25",53
Jacksonville Dolphins,"Tue, Dec 2",85
Jacksonville Dolphins,"Sat, Dec 6",65
Jacksonville Dolphins,"Thu, Dec 11",122
Jacksonville Dolphins,"Sun, Dec 14",75
Jacksonville Dolphins,"Wed, Dec 17",65
Jacksonville Dolphins,"Mon, Dec 22",63
Jacksonville Dolphins,"Thu, Jan 1",57
Jacksonville Dolphins,"Sat, Jan 3",68
Jacksonville Dolphins,"Thu, Jan 8",51
Jacksonville Dolphins,"Sat, Jan 10",75
Jacksonville Dolphins,"Thu, Jan 15",60
Jacksonville Dolphins,"Sat, Jan 17",90
Jacksonville Dolphins,"Thu, Jan 22",70
Jacksonville Dolphins,"Sat, Jan 24",81
Jacksonville Dolphins,"Thu, Jan 29",70
Jacksonville Dolphins,"Sat, Jan 31",49
Jacksonville Dolphins,"Thu, Feb 5",84
Jacksonville Dolphins,"Sat, Feb 7",73
Jacksonville Dolphins,"Wed, Feb 11",62
Jacksonville Dolphins,"Sat, Feb 14",63
Jacksonville Dolphins,"Wed, Feb 18",84
Jacksonville Dolphins,"Sat, Feb 21",61
Jacksonville Dolphins,"Thu, Feb 26",89
Jacksonville Dolphins,"Sat, Feb 28",85
Jacksonville Dolphins,"Wed, Mar 4",79
Western Illinois Leathernecks,"Mon, Nov 3",75
Western Illinois Leathernecks,"Fri, Nov 7",58
Western Illinois Leathernecks,"Tue, Nov 11",58
Western Illinois Leathernecks,"Fri, Nov 14",59
Western Illinois Leathernecks,"Mon, Nov 17",74
Western Illinois Leathernecks,"Fri, Nov 21",64
Western Illinois Leathernecks,"Sun, Nov 23",69
Western Illinois Leathernecks,"Sun, Nov 30",89
Western Illinois Leathernecks,"Tue, Dec 2",57
Western Illinois Leathernecks,"Sat, Dec 6",78
Western Illinois Leathernecks,"Sat, Dec 13",69
Western Illinois Leathernecks,"Thu, Dec 18",76
Western Illinois Leathernecks,"Mon, Dec 22",61
Western Illinois Leathernecks,"Thu, Jan 1",60
Western Illinois Leathernecks,"Sat, Jan 3",50
Western Illinois Leathernecks,"Thu, Jan 8",68
Western Illinois Leathernecks,"Sat, Jan 10",54
Western Illinois Leathernecks,"Tue, Jan 13",55
Western Illinois Leathernecks,"Sat, Jan 17",79
Western Illinois Leathernecks,"Thu, Jan 22",66
Western Illinois Leathernecks,"Fri, Jan 23",64
Western Illinois Leathernecks,"Thu, Jan 29",74
Western Illinois Leathernecks,"Sat, Jan 31",44
Western Illinois Leathernecks,"Thu, Feb 5",72
Western Illinois Leathernecks,"Sat, Feb 7",56
Western Illinois Leathernecks,"Tue, Feb 10",79
Western Illinois Leathernecks,"Thu, Feb 12",58
Western Illinois Leathernecks,"Thu, Feb 19",70
Western Illinois Leathernecks,"Sat, Feb 21",59
Western Illinois Leathernecks,"Thu, Feb 26",47
Western Illinois Leathernecks,"Sat, Feb 28",69
Iowa State Cyclones,"Fri, Mar 20",108
Iowa State Cyclones,"Mon, Nov 3",88
Iowa State Cyclones,"Thu, Nov 6",102
Iowa State Cyclones,"Mon, Nov 10",96
Iowa State Cyclones,"Mon, Nov 17",96
Iowa State Cyclones,"Mon, Nov 24",83
Iowa State Cyclones,"Tue, Nov 25",78
Iowa State Cyclones,"Wed, Nov 26",95
Iowa State Cyclones,"Wed, Dec 3",132
Iowa State Cyclones,"Sat, Dec 6",81
Iowa State Cyclones,"Thu, Dec 11",66
Iowa State Cyclones,"Sun, Dec 14",78
Iowa State Cyclones,"Sun, Dec 21",91
Iowa State Cyclones,"Mon, Dec 29",89
Iowa State Cyclones,"Fri, Jan 2",80
Iowa State Cyclones,"Wed, Jan 7",70
Iowa State Cyclones,"Sat, Jan 10",83
Iowa State Cyclones,"Tue, Jan 13",63
Iowa State Cyclones,"Sat, Jan 17",70
Iowa State Cyclones,"Tue, Jan 20",87
Iowa State Cyclones,"Sat, Jan 24",84
Iowa State Cyclones,"Thu, Jan 29",97
Iowa State Cyclones,"Sun, Feb 1",95
Iowa State Cyclones,"Sat, Feb 7",72
Iowa State Cyclones,"Tue, Feb 10",55
Iowa State Cyclones,"Sat, Feb 14",74
Iowa State Cyclones,"Mon, Feb 16",70
Iowa State Cyclones,"Sat, Feb 21",69
Iowa State Cyclones,"Tue, Feb 24",75
Iowa State Cyclones,"Sat, Feb 28",73
Iowa State Cyclones,"Mon, Mar 2",57
Iowa State Cyclones,"Sat, Mar 7",86
Iowa State Cyclones,"Wed, Mar 11",91
Iowa State Cyclones,"Thu, Mar 12",75
Iowa State Cyclones,"Fri, Mar 13",80
Rice Owls,"Tue, Nov 4",109
Rice Owls,"Fri, Nov 7",63
Rice Owls,"Tue, Nov 11",69
Rice Owls,"Fri, Nov 14",71
Rice Owls,"Mon, Nov 17",66
Rice Owls,"Thu, Nov 20",74
Rice Owls,"Mon, Nov 24",84
Rice Owls,"Tue, Nov 25",63
Rice Owls,"Wed, Nov 26",81
Rice Owls,"Wed, Dec 3",77
Rice Owls,"Sat, Dec 13",77
Rice Owls,"Wed, Dec 17",94
Rice Owls,"Sat, Dec 20",62
Rice Owls,"Wed, Dec 31",48
Rice Owls,"Sat, Jan 3",70
Rice Owls,"Wed, Jan 7",66
Rice Owls,"Sun, Jan 11",73
Rice Owls,"Wed, Jan 14",89
Rice Owls,"Wed, Jan 21",65
Rice Owls,"Sat, Jan 24",81
Rice Owls,"Wed, Jan 28",83
Rice Owls,"Fri, Jan 30",70
Rice Owls,"Wed, Feb 4",86
Rice Owls,"Sun, Feb 8",65
Rice Owls,"Wed, Feb 11",81
Rice Owls,"Sat, Feb 14",75
Rice Owls,"Sun, Feb 22",75
Rice Owls,"Wed, Feb 25",56
Rice Owls,"Sun, Mar 1",80
Rice Owls,"Wed, Mar 4",58
Rice Owls,"Sun, Mar 8",80
Mississippi State Bulldogs,"Wed, Nov 5",86
Mississippi State Bulldogs,"Mon, Nov 10",80
Mississippi State Bulldogs,"Sat, Nov 15",75
Mississippi State Bulldogs,"Thu, Nov 20",77
Mississippi State Bulldogs,"Fri, Nov 21",78
Mississippi State Bulldogs,"Mon, Nov 24",81
Mississippi State Bulldogs,"Fri, Nov 28",81
Mississippi State Bulldogs,"Wed, Dec 3",85
Mississippi State Bulldogs,"Sun, Dec 7",62
Mississippi State Bulldogs,"Sat, Dec 13",82
Mississippi State Bulldogs,"Tue, Dec 16",87
Mississippi State Bulldogs,"Sat, Dec 20",71
Mississippi State Bulldogs,"Mon, Dec 29",94
Mississippi State Bulldogs,"Sat, Jan 3",101
Mississippi State Bulldogs,"Wed, Jan 7",72
Mississippi State Bulldogs,"Sat, Jan 10",68
Mississippi State Bulldogs,"Tue, Jan 13",82
Mississippi State Bulldogs,"Sat, Jan 17",67
Mississippi State Bulldogs,"Wed, Jan 21",68
Mississippi State Bulldogs,"Sat, Jan 24",56
Mississippi State Bulldogs,"Wed, Jan 28",80
Mississippi State Bulldogs,"Sat, Jan 31",79
Mississippi State Bulldogs,"Sat, Feb 7",68
Mississippi State Bulldogs,"Wed, Feb 11",64
Mississippi State Bulldogs,"Sat, Feb 14",90
Mississippi State Bulldogs,"Wed, Feb 18",91
Mississippi State Bulldogs,"Sat, Feb 21",89
Mississippi State Bulldogs,"Wed, Feb 25",75
Mississippi State Bulldogs,"Sat, Feb 28",64
Mississippi State Bulldogs,"Tue, Mar 3",74
Mississippi State Bulldogs,"Sat, Mar 7",96
Mississippi State Bulldogs,"Wed, Mar 11",61
UNC Asheville Bulldogs,"Tue, Nov 4",58
UNC Asheville Bulldogs,"Sat, Nov 8",90
UNC Asheville Bulldogs,"Tue, Nov 11",69
UNC Asheville Bulldogs,"Thu, Nov 13",92
UNC Asheville Bulldogs,"Wed, Nov 19",73
UNC Asheville Bulldogs,"Tue, Nov 25",73
UNC Asheville Bulldogs,"Sun, Nov 30",67
UNC Asheville Bulldogs,"Tue, Dec 2",82
UNC Asheville Bulldogs,"Sat, Dec 6",63
UNC Asheville Bulldogs,"Wed, Dec 10",87
UNC Asheville Bulldogs,"Sat, Dec 13",59
UNC Asheville Bulldogs,"Tue, Dec 16",83
UNC Asheville Bulldogs,"Thu, Dec 18",89
UNC Asheville Bulldogs,"Sun, Dec 21",47
UNC Asheville Bulldogs,"Wed, Dec 31",69
UNC Asheville Bulldogs,"Sat, Jan 3",83
UNC Asheville Bulldogs,"Wed, Jan 7",72
UNC Asheville Bulldogs,"Sat, Jan 10",91
UNC Asheville Bulldogs,"Wed, Jan 14",70
UNC Asheville Bulldogs,"Sat, Jan 17",67
UNC Asheville Bulldogs,"Wed, Jan 21",83
UNC Asheville Bulldogs,"Thu, Jan 29",69
UNC Asheville Bulldogs,"Sat, Jan 31",71
UNC Asheville Bulldogs,"Wed, Feb 4",76
UNC Asheville Bulldogs,"Thu, Feb 12",79
UNC Asheville Bulldogs,"Sat, Feb 14",57
UNC Asheville Bulldogs,"Thu, Feb 19",48
UNC Asheville Bulldogs,"Sat, Feb 21",74
UNC Asheville Bulldogs,"Thu, Feb 26",77
UNC Asheville Bulldogs,"Sat, Feb 28",75
UNC Asheville Bulldogs,"Fri, Mar 6",85
UNC Asheville Bulldogs,"Sat, Mar 7",71
St. Thomas-Minnesota Tommies,"Tue, Mar 17",52
St. Thomas-Minnesota Tommies,"Mon, Nov 3",58
St. Thomas-Minnesota Tommies,"Sat, Nov 8",83
St. Thomas-Minnesota Tommies,"Mon, Nov 10",71
St. Thomas-Minnesota Tommies,"Thu, Nov 13",80
St. Thomas-Minnesota Tommies,"Sat, Nov 15",84
St. Thomas-Minnesota Tommies,"Fri, Nov 21",73
St. Thomas-Minnesota Tommies,"Sat, Nov 22",80
St. Thomas-Minnesota Tommies,"Sun, Nov 23",76
St. Thomas-Minnesota Tommies,"Sat, Nov 29",87
St. Thomas-Minnesota Tommies,"Wed, Dec 3",74
St. Thomas-Minnesota Tommies,"Sun, Dec 7",88
St. Thomas-Minnesota Tommies,"Thu, Dec 11",80
St. Thomas-Minnesota Tommies,"Sat, Dec 13",80
St. Thomas-Minnesota Tommies,"Sat, Dec 20",92
St. Thomas-Minnesota Tommies,"Sun, Dec 28",105
St. Thomas-Minnesota Tommies,"Sun, Jan 4",92
St. Thomas-Minnesota Tommies,"Wed, Jan 7",99
St. Thomas-Minnesota Tommies,"Sat, Jan 10",82
St. Thomas-Minnesota Tommies,"Thu, Jan 15",91
St. Thomas-Minnesota Tommies,"Sat, Jan 17",65
St. Thomas-Minnesota Tommies,"Thu, Jan 22",74
St. Thomas-Minnesota Tommies,"Sat, Jan 24",90
St. Thomas-Minnesota Tommies,"Thu, Jan 29",80
St. Thomas-Minnesota Tommies,"Sun, Feb 1",99
St. Thomas-Minnesota Tommies,"Wed, Feb 4",77
St. Thomas-Minnesota Tommies,"Sat, Feb 7",92
St. Thomas-Minnesota Tommies,"Thu, Feb 12",94
St. Thomas-Minnesota Tommies,"Sat, Feb 14",104
St. Thomas-Minnesota Tommies,"Sat, Feb 21",80
St. Thomas-Minnesota Tommies,"Thu, Feb 26",84
St. Thomas-Minnesota Tommies,"Sat, Feb 28",68
St. Thomas-Minnesota Tommies,"Thu, Mar 5",80
St. Thomas-Minnesota Tommies,"Sat, Mar 7",66
Kentucky Wildcats,"Fri, Mar 20",89
Kentucky Wildcats,"Tue, Nov 4",77
Kentucky Wildcats,"Fri, Nov 7",107
Kentucky Wildcats,"Tue, Nov 11",88
Kentucky Wildcats,"Fri, Nov 14",99
Kentucky Wildcats,"Tue, Nov 18",66
Kentucky Wildcats,"Fri, Nov 21",88
Kentucky Wildcats,"Wed, Nov 26",104
Kentucky Wildcats,"Tue, Dec 2",64
Kentucky Wildcats,"Fri, Dec 5",59
Kentucky Wildcats,"Tue, Dec 9",103
Kentucky Wildcats,"Sat, Dec 13",72
Kentucky Wildcats,"Sat, Dec 20",78
Kentucky Wildcats,"Tue, Dec 23",99
Kentucky Wildcats,"Sat, Jan 3",74
Kentucky Wildcats,"Wed, Jan 7",68
Kentucky Wildcats,"Sat, Jan 10",92
Kentucky Wildcats,"Wed, Jan 14",75
Kentucky Wildcats,"Sat, Jan 17",80
Kentucky Wildcats,"Wed, Jan 21",85
Kentucky Wildcats,"Sat, Jan 24",72
Kentucky Wildcats,"Tue, Jan 27",55
Kentucky Wildcats,"Sat, Jan 31",85
Kentucky Wildcats,"Wed, Feb 4",94
Kentucky Wildcats,"Sat, Feb 7",74
Kentucky Wildcats,"Sat, Feb 14",83
Kentucky Wildcats,"Tue, Feb 17",78
Kentucky Wildcats,"Sat, Feb 21",74
Kentucky Wildcats,"Tue, Feb 24",72
Kentucky Wildcats,"Sat, Feb 28",91
Kentucky Wildcats,"Tue, Mar 3",85
Kentucky Wildcats,"Sat, Mar 7",77
Kentucky Wildcats,"Wed, Mar 11",87
Kentucky Wildcats,"Thu, Mar 12",78
Kentucky Wildcats,"Fri, Mar 13",63
South Florida Bulls,"Thu, Mar 19",79
South Florida Bulls,"Mon, Nov 3",102
South Florida Bulls,"Sat, Nov 8",95
South Florida Bulls,"Wed, Nov 12",100
South Florida Bulls,"Sun, Nov 16",108
South Florida Bulls,"Wed, Nov 19",95
South Florida Bulls,"Wed, Nov 26",66
South Florida Bulls,"Thu, Nov 27",97
South Florida Bulls,"Fri, Nov 28",68
South Florida Bulls,"Thu, Dec 4",74
South Florida Bulls,"Wed, Dec 10",81
South Florida Bulls,"Wed, Dec 17",93
South Florida Bulls,"Sun, Dec 21",94
South Florida Bulls,"Mon, Dec 29",111
South Florida Bulls,"Sun, Jan 4",106
South Florida Bulls,"Wed, Jan 7",74
South Florida Bulls,"Sat, Jan 10",93
South Florida Bulls,"Wed, Jan 14",82
South Florida Bulls,"Sun, Jan 18",85
South Florida Bulls,"Thu, Jan 22",82
South Florida Bulls,"Sun, Jan 25",89
South Florida Bulls,"Wed, Jan 28",97
South Florida Bulls,"Sat, Jan 31",78
South Florida Bulls,"Wed, Feb 4",109
South Florida Bulls,"Sun, Feb 8",80
South Florida Bulls,"Wed, Feb 11",66
South Florida Bulls,"Sun, Feb 15",83
South Florida Bulls,"Thu, Feb 19",87
South Florida Bulls,"Wed, Feb 25",75
South Florida Bulls,"Sun, Mar 1",90
South Florida Bulls,"Thu, Mar 5",96
South Florida Bulls,"Sun, Mar 8",83
South Florida Bulls,"Sat, Mar 14",86
South Florida Bulls,"Sun, Mar 15",70
Lipscomb Bisons,"Mon, Nov 3",61
Lipscomb Bisons,"Sun, Nov 9",77
Lipscomb Bisons,"Tue, Nov 11",64
Lipscomb Bisons,"Sat, Nov 15",98
Lipscomb Bisons,"Wed, Nov 19",68
Lipscomb Bisons,"Sat, Nov 22",83
Lipscomb Bisons,"Wed, Nov 26",90
Lipscomb Bisons,"Sat, Nov 29",88
Lipscomb Bisons,"Wed, Dec 3",83
Lipscomb Bisons,"Sun, Dec 7",92
Lipscomb Bisons,"Tue, Dec 16",73
Lipscomb Bisons,"Sat, Dec 20",123
Lipscomb Bisons,"Mon, Dec 29",62
Lipscomb Bisons,"Thu, Jan 1",76
Lipscomb Bisons,"Sat, Jan 3",82
Lipscomb Bisons,"Thu, Jan 8",83
Lipscomb Bisons,"Sat, Jan 10",84
Lipscomb Bisons,"Thu, Jan 15",81
Lipscomb Bisons,"Sat, Jan 17",82
Lipscomb Bisons,"Thu, Jan 22",79
Lipscomb Bisons,"Fri, Jan 23",86
Lipscomb Bisons,"Thu, Jan 29",65
Lipscomb Bisons,"Sat, Jan 31",100
Lipscomb Bisons,"Wed, Feb 4",76
Lipscomb Bisons,"Sat, Feb 7",78
Lipscomb Bisons,"Wed, Feb 11",75
Lipscomb Bisons,"Sat, Feb 14",81
Lipscomb Bisons,"Wed, Feb 18",75
Lipscomb Bisons,"Sat, Feb 21",73
Lipscomb Bisons,"Wed, Feb 25",78
Lipscomb Bisons,"Sat, Feb 28",80
